,title,link,class_name,type,credits,seat_capacity,filled_seats
344,Research Assistantship - 89062 - CS 4698 - D14,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89062,CS 4698,Study,2.000,10,1
345,Research Assistantship - 84442 - CS 4698 - E03,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84442,CS 4698,Study,2.000,15,0
346,Research Assistantship - 84457 - CS 4698 - E05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84457,CS 4698,Study,2.000,5,0
347,Research Assistantship - 82704 - CS 4698 - E06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82704,CS 4698,Study,2.000,15,0
348,Research Assistantship - 85897 - CS 4698 - E08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85897,CS 4698,Study,2.000,10,0
349,Research Assistantship - 86472 - CS 4698 - E09,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86472,CS 4698,Study,2.000,10,0
350,Research Assistantship - 95120 - CS 4698 - E10,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95120,CS 4698,Study,2.000,10,1
351,Research Assistantship - 84949 - CS 4698 - G03,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84949,CS 4698,Study,2.000,15,0
352,Research Assistantship - 87197 - CS 4698 - G08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87197,CS 4698,Study,2.000,10,0
353,Research Assistantship - 84903 - CS 4698 - G10,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84903,CS 4698,Study,2.000,15,0
354,Research Assistantship - 84890 - CS 4698 - G11,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84890,CS 4698,Study,2.000,5,0
355,Research Assistantship - 93442 - CS 4698 - G13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93442,CS 4698,Study,2.000,10,0
356,Research Assistantship - 87938 - CS 4698 - H11,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87938,CS 4698,Study,2.000,10,0
357,Research Assistantship - 84064 - CS 4698 - I01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84064,CS 4698,Study,2.000,15,0
358,Research Assistantship - 84413 - CS 4698 - K06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84413,CS 4698,Study,2.000,5,5
359,Research Assistantship - 87203 - CS 4698 - K13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87203,CS 4698,Study,2.000,10,0
360,Research Assistantship - 94900 - CS 4698 - K19,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=94900,CS 4698,Study,2.000,10,1
361,Research Assistantship - 86360 - CS 4698 - L05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86360,CS 4698,Study,2.000,10,0
362,Research Assistantship - 90438 - CS 4698 - M05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90438,CS 4698,Study,2.000,10,1
363,Research Assistantship - 84493 - CS 4698 - M06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84493,CS 4698,Study,2.000,15,1
364,Research Assistantship - 87345 - CS 4698 - M08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87345,CS 4698,Study,2.000,10,0
365,Research Assistantship - 86008 - CS 4698 - M16,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86008,CS 4698,Study,2.000,10,0
366,Research Assistantship - 84895 - CS 4698 - N01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84895,CS 4698,Study,2.000,5,0
367,Research Assistantship - 85454 - CS 4698 - O02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85454,CS 4698,Study,2.000,15,0
368,Research Assistantship - 86681 - CS 4698 - P02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86681,CS 4698,Study,2.000,10,0
369,Research Assistantship - 93089 - CS 4698 - P17,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93089,CS 4698,Study,2.000,10,1
370,Research Assistantship - 83259 - CS 4698 - R02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83259,CS 4698,Study,2.000,15,0
371,Research Assistantship - 85368 - CS 4698 - R04,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85368,CS 4698,Study,2.000,10,0
372,Research Assistantship - 90235 - CS 4698 - R06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90235,CS 4698,Study,2.000,10,0
373,Research Assistantship - 83689 - CS 4698 - R08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83689,CS 4698,Study,2.000,15,0
374,Research Assistantship - 84478 - CS 4698 - R12,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84478,CS 4698,Study,2.000,15,0
375,Research Assistantship - 95155 - CS 4698 - R13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95155,CS 4698,Study,2.000,10,0
376,Research Assistantship - 85815 - CS 4698 - R14,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85815,CS 4698,Study,2.000,10,0
377,Research Assistantship - 82450 - CS 4698 - S06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82450,CS 4698,Study,2.000,15,4
378,Research Assistantship - 93164 - CS 4698 - S26,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93164,CS 4698,Study,2.000,10,0
379,Research Assistantship - 84423 - CS 4698 - T02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84423,CS 4698,Study,2.000,5,0
380,Research Assistantship - 87332 - CS 4698 - V05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87332,CS 4698,Study,2.000,10,0
381,Research Assistantship - 84195 - CS 4698 - V06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84195,CS 4698,Study,2.000,15,0
382,Research Assistantship - 83214 - CS 4698 - W01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83214,CS 4698,Study,2.000,15,0
383,Research Assistantship - 95168 - CS 4698 - W13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95168,CS 4698,Study,2.000,10,1
384,Research Assistantship - 85898 - CS 4698 - X01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85898,CS 4698,Study,2.000,10,0
385,Research Assistantship - 88003 - CS 4698 - Y02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88003,CS 4698,Study,2.000,10,1
386,Research Assistantship - 82126 - CS 4698 - Z01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82126,CS 4698,Study,2.000,15,0
387,Research Assistantship - 84934 - CS 4698 - Z02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84934,CS 4698,Study,2.000,5,0
388,Undergraduate Research - 82189 - CS 4699 - A01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82189,CS 4699,Study,2.000,15,0
389,Undergraduate Research - 87297 - CS 4699 - A06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87297,CS 4699,Study,2.000,10,0
390,Undergraduate Research - 84426 - CS 4699 - A08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84426,CS 4699,Study,2.000,5,5
391,Undergraduate Research - 93352 - CS 4699 - A12,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93352,CS 4699,Study,2.000,10,0
392,Undergraduate Research - 93397 - CS 4699 - A14,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93397,CS 4699,Study,2.000,10,2
393,Undergraduate Research - 92962 - CS 4699 - A15,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=92962,CS 4699,Study,2.000,10,1
394,Undergraduate Research - 95254 - CS 4699 - A7,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95254,CS 4699,Study,2.000,10,1
395,Undergraduate Research - 82122 - CS 4699 - B02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82122,CS 4699,Study,2.000,15,0
396,Undergraduate Research - 81961 - CS 4699 - B04,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=81961,CS 4699,Study,2.000,15,0
397,Undergraduate Research - 84199 - CS 4699 - B09,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84199,CS 4699,Study,2.000,15,1
398,Undergraduate Research - 84891 - CS 4699 - B10,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84891,CS 4699,Study,2.000,5,0
399,Undergraduate Research - 95244 - CS 4699 - B12,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95244,CS 4699,Study,2.000,10,1
400,Undergraduate Research - 87620 - CS 4699 - B17,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87620,CS 4699,Study,2.000,10,0
401,Undergraduate Research - 82134 - CS 4699 - C04,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82134,CS 4699,Study,2.000,15,0
402,Undergraduate Research - 83023 - CS 4699 - C07,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83023,CS 4699,Study,2.000,15,0
403,Undergraduate Research - 86974 - CS 4699 - C09,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86974,CS 4699,Study,2.000,10,0
404,Undergraduate Research - 86679 - CS 4699 - C11,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86679,CS 4699,Study,2.000,10,1
405,Undergraduate Research - 87304 - CS 4699 - C12,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87304,CS 4699,Study,2.000,10,3
406,Undergraduate Research - 87352 - CS 4699 - C13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87352,CS 4699,Study,2.000,10,0
407,Undergraduate Research - 89055 - CS 4699 - C15,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89055,CS 4699,Study,2.000,10,3
408,Undergraduate Research - 82085 - CS 4699 - D04,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82085,CS 4699,Study,2.000,15,5
409,Undergraduate Research - 82465 - CS 4699 - D07,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82465,CS 4699,Study,2.000,15,0
410,Undergraduate Research - 84945 - CS 4699 - D10,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84945,CS 4699,Study,2.000,5,0
411,Undergraduate Research - 87312 - CS 4699 - D12,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87312,CS 4699,Study,2.000,10,2
412,Undergraduate Research - 89244 - CS 4699 - D13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89244,CS 4699,Study,2.000,10,0
413,Undergraduate Research - 89061 - CS 4699 - D14,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89061,CS 4699,Study,2.000,10,2
414,Undergraduate Research - 89837 - CS 4699 - D15,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89837,CS 4699,Study,2.000,10,0
415,Undergraduate Research - 95052 - CS 4699 - D16,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95052,CS 4699,Study,2.000,10,1
416,Undergraduate Research - 93306 - CS 4699 - DZB,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93306,CS 4699,Study,2.000,10,0
417,Undergraduate Research - 94929 - CS 4699 - E01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=94929,CS 4699,Study,2.000,10,0
418,Undergraduate Research - 82076 - CS 4699 - E03,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82076,CS 4699,Study,2.000,15,1
419,Undergraduate Research - 82077 - CS 4699 - E05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82077,CS 4699,Study,2.000,15,0
420,Undergraduate Research - 84896 - CS 4699 - E08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84896,CS 4699,Study,2.000,5,0
421,Undergraduate Research - 86607 - CS 4699 - E09,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86607,CS 4699,Study,2.000,10,0
422,Undergraduate Research - 87334 - CS 4699 - E10,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87334,CS 4699,Study,2.000,10,0
423,Undergraduate Research - 83256 - CS 4699 - F02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83256,CS 4699,Study,2.000,15,0
424,Undergraduate Research - 81828 - CS 4699 - F03,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=81828,CS 4699,Study,2.000,15,0
425,Undergraduate Research - 85994 - CS 4699 - F04,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85994,CS 4699,Study,2.000,10,0
426,Undergraduate Research - 86560 - CS 4699 - F06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86560,CS 4699,Study,2.000,15,0
427,Undergraduate Research - 87295 - CS 4699 - F08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87295,CS 4699,Study,2.000,10,0
428,Undergraduate Research - 95332 - CS 4699 - F13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95332,CS 4699,Study,2.000,10,1
429,Undergraduate Research - 81944 - CS 4699 - G02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=81944,CS 4699,Study,2.000,15,0
430,Undergraduate Research - 81888 - CS 4699 - G03,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=81888,CS 4699,Study,2.000,15,0
431,Undergraduate Research - 83241 - CS 4699 - G06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83241,CS 4699,Study,2.000,15,0
432,Undergraduate Research - 82464 - CS 4699 - G08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82464,CS 4699,Study,2.000,15,0
433,Undergraduate Research - 82764 - CS 4699 - G10,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82764,CS 4699,Study,2.000,15,0
434,Undergraduate Research - 86981 - CS 4699 - G11,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86981,CS 4699,Study,2.000,10,0
435,Undergraduate Research - 87130 - CS 4699 - G12,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87130,CS 4699,Study,2.000,10,0
436,Undergraduate Research - 95308 - CS 4699 - G13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95308,CS 4699,Study,2.000,10,3
437,Undergraduate Research - 86680 - CS 4699 - H08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86680,CS 4699,Study,2.000,10,0
438,Undergraduate Research - 95276 - CS 4699 - H10,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95276,CS 4699,Study,2.000,10,1
439,Undergraduate Research - 87206 - CS 4699 - H11,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87206,CS 4699,Study,2.000,10,2
440,Undergraduate Research - 93062 - CS 4699 - H17,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93062,CS 4699,Study,2.000,10,2
441,Undergraduate Research - 95255 - CS 4699 - H18,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95255,CS 4699,Study,2.000,10,0
442,Undergraduate Research - 82502 - CS 4699 - I01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82502,CS 4699,Study,2.000,15,0
443,Undergraduate Research - 88189 - CS 4699 - I2P,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88189,CS 4699,Study,3.000,30,28
444,Undergraduate Research - 82463 - CS 4699 - J02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82463,CS 4699,Study,2.000,15,0
445,Undergraduate Research - 84438 - CS 4699 - K06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84438,CS 4699,Study,2.000,10,2
446,Undergraduate Research - 84832 - CS 4699 - K09,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84832,CS 4699,Study,2.000,5,0
447,Undergraduate Research - 87298 - CS 4699 - K12,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87298,CS 4699,Study,2.000,10,0
448,Undergraduate Research - 89089 - CS 4699 - K13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89089,CS 4699,Study,2.000,10,0
449,Undergraduate Research - 92248 - CS 4699 - K18,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=92248,CS 4699,Study,2.000,10,1
450,Undergraduate Research - 84901 - CS 4699 - L03,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84901,CS 4699,Study,2.000,5,0
451,Undergraduate Research - 82151 - CS 4699 - L05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82151,CS 4699,Study,2.000,15,2
452,Undergraduate Research - 84437 - CS 4699 - L10,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84437,CS 4699,Study,2.000,5,0
453,Undergraduate Research - 88052 - CS 4699 - L16,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88052,CS 4699,Study,2.000,10,0
454,Undergraduate Research - 88930 - CS 4699 - L18,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88930,CS 4699,Study,2.000,10,0
455,Undergraduate Research - 89034 - CS 4699 - L19,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89034,CS 4699,Study,2.000,10,0
456,Undergraduate Research - 81838 - CS 4699 - M01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=81838,CS 4699,Study,2.000,15,0
457,Undergraduate Research - 84483 - CS 4699 - M02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84483,CS 4699,Study,2.000,15,0
458,Undergraduate Research - 84477 - CS 4699 - M05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84477,CS 4699,Study,2.000,15,1
459,Undergraduate Research - 84488 - CS 4699 - M06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84488,CS 4699,Study,2.000,15,0
460,Undergraduate Research - 86017 - CS 4699 - M08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86017,CS 4699,Study,2.000,10,2
461,Undergraduate Research - 95152 - CS 4699 - M13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95152,CS 4699,Study,2.000,10,1
462,Undergraduate Research - 85995 - CS 4699 - M16,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85995,CS 4699,Study,2.000,10,0
463,Undergraduate Research - 89197 - CS 4699 - M17,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89197,CS 4699,Study,2.000,10,0
464,Undergraduate Research - 93002 - CS 4699 - M18,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93002,CS 4699,Study,2.000,10,0
465,Undergraduate Research - 82844 - CS 4699 - N01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82844,CS 4699,Study,2.000,15,0
466,Undergraduate Research - 85266 - CS 4699 - N05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85266,CS 4699,Study,2.000,10,0
467,Undergraduate Research - 82478 - CS 4699 - O02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82478,CS 4699,Study,2.000,15,0
468,Undergraduate Research - 82491 - CS 4699 - P02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82491,CS 4699,Study,2.000,15,0
469,Undergraduate Research - 84039 - CS 4699 - P05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84039,CS 4699,Study,2.000,15,0
470,Undergraduate Research - 82180 - CS 4699 - P07,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82180,CS 4699,Study,2.000,15,0
471,Undergraduate Research - 89658 - CS 4699 - P16,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89658,CS 4699,Study,2.000,10,0
472,Undergraduate Research - 88053 - CS 4699 - P17,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88053,CS 4699,Study,2.000,10,1
473,Undergraduate Research - 93336 - CS 4699 - P18,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93336,CS 4699,Study,2.000,10,0
474,Undergraduate Research - 94370 - CS 4699 - P22,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=94370,CS 4699,Study,2.000,10,1
475,Undergraduate Research - 94889 - CS 4699 - Q12,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=94889,CS 4699,Study,2.000,10,1
476,Undergraduate Research - 81843 - CS 4699 - R01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=81843,CS 4699,Study,2.000,15,0
477,Undergraduate Research - 82473 - CS 4699 - R02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82473,CS 4699,Study,2.000,15,4
478,Undergraduate Research - 82493 - CS 4699 - R04,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82493,CS 4699,Study,2.000,15,0
479,Undergraduate Research - 84038 - CS 4699 - R05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84038,CS 4699,Study,2.000,15,0
480,Undergraduate Research - 82168 - CS 4699 - R06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82168,CS 4699,Study,2.000,15,0
481,Undergraduate Research - 83240 - CS 4699 - R08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83240,CS 4699,Study,2.000,15,5
482,Undergraduate Research - 82072 - CS 4699 - R09,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82072,CS 4699,Study,2.000,15,0
483,Undergraduate Research - 83215 - CS 4699 - R12,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83215,CS 4699,Study,2.000,15,2
484,Undergraduate Research - 84944 - CS 4699 - R16,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84944,CS 4699,Study,2.000,5,0
485,Undergraduate Research - 93239 - CS 4699 - R18,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93239,CS 4699,Study,2.000,10,0
486,Undergraduate Research - 90387 - CS 4699 - R19,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90387,CS 4699,Study,2.000,10,0
487,Undergraduate Research - 92457 - CS 4699 - R20,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=92457,CS 4699,Study,2.000,10,0
488,Undergraduate Research - 93100 - CS 4699 - R23,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93100,CS 4699,Study,2.000,10,2
489,Undergraduate Research - 81999 - CS 4699 - S04,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=81999,CS 4699,Study,2.000,15,0
490,Undergraduate Research - 81951 - CS 4699 - S06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=81951,CS 4699,Study,2.000,20,4
491,Undergraduate Research - 95327 - CS 4699 - S13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95327,CS 4699,Study,2.000,10,0
492,Undergraduate Research - 95053 - CS 4699 - S15,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95053,CS 4699,Study,2.000,10,1
493,Undergraduate Research - 85426 - CS 4699 - S20,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85426,CS 4699,Study,2.000,15,0
494,Undergraduate Research - 87999 - CS 4699 - S21,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87999,CS 4699,Study,2.000,10,0
495,Undergraduate Research - 86995 - CS 4699 - S26,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86995,CS 4699,Study,2.000,10,1
496,Undergraduate Research - 88495 - CS 4699 - S28,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88495,CS 4699,Study,2.000,10,2
497,Undergraduate Research - 82091 - CS 4699 - T02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82091,CS 4699,Study,2.000,15,1
498,Undergraduate Research - 83244 - CS 4699 - T06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83244,CS 4699,Study,2.000,15,0
499,Undergraduate Research - 88055 - CS 4699 - T08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88055,CS 4699,Study,2.000,10,0
500,Undergraduate Research - 94890 - CS 4699 - T12,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=94890,CS 4699,Study,2.000,10,3
501,Undergraduate Research - 82193 - CS 4699 - V02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82193,CS 4699,Study,2.000,15,0
502,Undergraduate Research - 89087 - CS 4699 - V03,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89087,CS 4699,Study,2.000,10,0
503,Undergraduate Research - 86698 - CS 4699 - V05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86698,CS 4699,Study,2.000,15,0
504,Undergraduate Research - 84892 - CS 4699 - V06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84892,CS 4699,Study,2.000,5,1
505,Undergraduate Research - 82137 - CS 4699 - W01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82137,CS 4699,Study,2.000,15,0
506,Undergraduate Research - 83985 - CS 4699 - W05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83985,CS 4699,Study,2.000,15,0
507,Undergraduate Research - 88054 - CS 4699 - W09,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88054,CS 4699,Study,2.000,10,0
508,Undergraduate Research - 90396 - CS 4699 - W12,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90396,CS 4699,Study,2.000,10,0
509,Undergraduate Research - 93107 - CS 4699 - W13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93107,CS 4699,Study,2.000,10,2
510,Undergraduate Research - 89132 - CS 4699 - X01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89132,CS 4699,Study,2.000,10,0
511,Undergraduate Research - 88001 - CS 4699 - Y02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88001,CS 4699,Study,2.000,10,0
512,Undergraduate Research - 93001 - CS 4699 - Y03,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93001,CS 4699,Study,2.000,10,0
513,Undergraduate Research - 93303 - CS 4699 - Y04,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93303,CS 4699,Study,2.000,10,7
514,Undergraduate Research - 82413 - CS 4699 - Z01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82413,CS 4699,Study,2.000,15,0
515,Undergraduate Research - 92883 - CS 4699 - Z10,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=92883,CS 4699,Study,2.000,10,2
516,Privacy Tech Policy Law - 86296 - CS 4726 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86296,CS 4726,Lecture,3.000,35,34
517,Int Mgt Dev - Proj Prep - 85135 - CS 4741 - TM,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85135,CS 4741,Lecture,3.000,10,6
