,title,link,class_name,type,credits,seat_capacity,filled_seats
1096,Special Problems - 95068 - CS 8903 - K19,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95068,CS 8903,Study,1.000,10,1
1097,Special Problems - 80998 - CS 8903 - L03,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=80998,CS 8903,Study,1.000,15,3
1098,Special Problems - 81236 - CS 8903 - L05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=81236,CS 8903,Study,1.000,15,4
1099,Special Problems - 82071 - CS 8903 - L06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82071,CS 8903,Study,1.000,15,0
1100,Special Problems - 82832 - CS 8903 - L10,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82832,CS 8903,Study,1.000,15,0
1101,Special Problems - 89205 - CS 8903 - L16,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89205,CS 8903,Study,1.000,10,0
1102,Special Problems - 95150 - CS 8903 - L17,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95150,CS 8903,Study,1.000,10,1
1103,Special Problems - 95184 - CS 8903 - L23,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95184,CS 8903,Study,1.000,10,1
1104,Special Problems - 80175 - CS 8903 - M02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=80175,CS 8903,Study,1.000,15,0
1105,Special Problems - 80177 - CS 8903 - M05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=80177,CS 8903,Study,1.000,15,3
1106,Special Problems - 80174 - CS 8903 - M06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=80174,CS 8903,Study,1.000,15,1
1107,Special Problems - 80176 - CS 8903 - M07,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=80176,CS 8903,Study,1.000,15,0
1108,Special Problems - 81339 - CS 8903 - M08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=81339,CS 8903,Study,1.000,15,2
1109,Special Problems - 83988 - CS 8903 - M16,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83988,CS 8903,Study,1.000,5,2
1110,Special Problems - 80178 - CS 8903 - N01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=80178,CS 8903,Study,1.000,15,0
1111,Special Problems - 81320 - CS 8903 - N03,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=81320,CS 8903,Study,1.000,15,0
1112,Special Problems - 84370 - CS 8903 - N05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84370,CS 8903,Study,1.000,15,0
1113,Special Problems - 82001 - CS 8903 - O02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82001,CS 8903,Study,1.000,15,3
1114,Special Problems - 90408 - CS 8903 - O05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90408,CS 8903,Study,1.000,10,1
1115,Special Problems - 80179 - CS 8903 - P01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=80179,CS 8903,Study,1.000,15,0
1116,Special Problems - 81154 - CS 8903 - P02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=81154,CS 8903,Study,1.000,15,1
1117,Special Problems - 81052 - CS 8903 - P05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=81052,CS 8903,Study,1.000,15,0
1118,Special Problems - 81531 - CS 8903 - P07,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=81531,CS 8903,Study,1.000,15,1
1119,Special Problems - 82819 - CS 8903 - P09,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82819,CS 8903,Study,1.000,15,0
1120,Special Problems - 86671 - CS 8903 - P15,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86671,CS 8903,Study,1.000,10,3
1121,Special Problems - 87697 - CS 8903 - P16,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87697,CS 8903,Study,1.000,10,0
1122,Special Problems - 87866 - CS 8903 - P17,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87866,CS 8903,Study,1.000,10,4
1123,Special Problems - 88078 - CS 8903 - P18,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88078,CS 8903,Study,1.000,15,1
1124,Special Problems - 89091 - CS 8903 - P19,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89091,CS 8903,Study,1.000,10,0
1125,Special Problems - 90352 - CS 8903 - P20,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90352,CS 8903,Study,1.000,10,3
1126,Special Problems - 84704 - CS 8903 - Q1,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84704,CS 8903,Study,1.000,10,3
1127,Special Problems - 80180 - CS 8903 - R02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=80180,CS 8903,Study,1.000,15,1
1128,Special Problems - 80182 - CS 8903 - R04,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=80182,CS 8903,Study,1.000,15,2
1129,Special Problems - 80183 - CS 8903 - R05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=80183,CS 8903,Study,1.000,15,0
1130,Special Problems - 80181 - CS 8903 - R06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=80181,CS 8903,Study,1.000,15,1
1131,Special Problems - 81278 - CS 8903 - R08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=81278,CS 8903,Study,1.000,15,1
1132,Special Problems - 81960 - CS 8903 - R09,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=81960,CS 8903,Study,1.000,15,0
1133,Special Problems - 83207 - CS 8903 - R12,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83207,CS 8903,Study,1.000,15,3
1134,Special Problems - 83974 - CS 8903 - R14,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83974,CS 8903,Study,1.000,5,0
1135,Special Problems - 93160 - CS 8903 - R19,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93160,CS 8903,Study,1.000,10,2
1136,Special Problems - 92459 - CS 8903 - R20,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=92459,CS 8903,Study,1.000,10,1
1137,Special Problems - 93165 - CS 8903 - R22,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93165,CS 8903,Study,1.000,10,1
1138,Special Problems - 93104 - CS 8903 - R23,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93104,CS 8903,Study,1.000,10,5
1139,Special Problems - 80186 - CS 8903 - S04,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=80186,CS 8903,Study,1.000,15,1
1140,Special Problems - 80185 - CS 8903 - S06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=80185,CS 8903,Study,1.000,15,5
1141,Special Problems - 82412 - CS 8903 - S14,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82412,CS 8903,Study,1.000,15,0
1142,Special Problems - 83540 - CS 8903 - S16,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83540,CS 8903,Study,1.000,15,0
1143,Special Problems - 85336 - CS 8903 - S20,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85336,CS 8903,Study,1.000,10,0
1144,Special Problems - 86691 - CS 8903 - S21,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86691,CS 8903,Study,1.000,10,0
1145,Special Problems - 89149 - CS 8903 - S22,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89149,CS 8903,Study,1.000,10,0
1146,Special Problems - 87865 - CS 8903 - S26,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87865,CS 8903,Study,1.000,10,2
1147,Special Problems - 87926 - CS 8903 - S28,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87926,CS 8903,Study,1.000,10,1
1148,Special Problems - 88085 - CS 8903 - S29,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88085,CS 8903,Study,1.000,10,0
1149,Special Problems - 90041 - CS 8903 - S35,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90041,CS 8903,Study,1.000,10,0
1150,Special Problems - 95186 - CS 8903 - S36,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95186,CS 8903,Study,1.000,10,3
1151,Special Problems - 95219 - CS 8903 - S37,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95219,CS 8903,Study,1.000,10,1
1152,Special Problems - 80187 - CS 8903 - T02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=80187,CS 8903,Study,1.000,15,2
1153,Special Problems - 82820 - CS 8903 - T04,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82820,CS 8903,Study,1.000,15,0
1154,Special Problems - 82835 - CS 8903 - T05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82835,CS 8903,Study,1.000,15,0
1155,Special Problems - 84696 - CS 8903 - T06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84696,CS 8903,Study,1.000,10,0
1156,Special Problems - 90429 - CS 8903 - T11,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90429,CS 8903,Study,1.000,10,3
1157,Special Problems - 80188 - CS 8903 - V01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=80188,CS 8903,Study,1.000,15,0
1158,Special Problems - 82069 - CS 8903 - V03,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82069,CS 8903,Study,1.000,15,0
1159,Special Problems - 83206 - CS 8903 - V05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83206,CS 8903,Study,1.000,15,8
1160,Special Problems - 85433 - CS 8903 - V06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85433,CS 8903,Study,1.000,10,0
1161,Special Problems - 93235 - CS 8903 - V07,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93235,CS 8903,Study,1.000,10,1
1162,Special Problems - 81284 - CS 8903 - W01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=81284,CS 8903,Study,1.000,15,3
1163,Special Problems - 82882 - CS 8903 - W05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82882,CS 8903,Study,1.000,15,0
1164,Special Problems - 85958 - CS 8903 - W09,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85958,CS 8903,Study,1.000,10,0
1165,Special Problems - 88575 - CS 8903 - W12,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88575,CS 8903,Study,1.000,10,0
1166,Special Problems - 93110 - CS 8903 - W13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93110,CS 8903,Study,1.000,10,2
1167,Special Problems - 81145 - CS 8903 - X01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=81145,CS 8903,Study,1.000,15,2
1168,Special Problems - 95061 - CS 8903 - X03,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95061,CS 8903,Study,1.000,10,0
1169,Special Problems - 85852 - CS 8903 - Y01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85852,CS 8903,Study,1.000,10,0
1170,Special Problems - 87764 - CS 8903 - Y02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87764,CS 8903,Study,1.000,10,0
1171,Special Problems - 90230 - CS 8903 - Y04,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90230,CS 8903,Study,1.000,10,9
1172,Special Problems - 80189 - CS 8903 - Z01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=80189,CS 8903,Study,1.000,15,2
1173,Special Problems - 90277 - CS 8903 - Z10,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90277,CS 8903,Study,1.000,10,1
1174,Teaching Assistantship - 95310 - CS 8997 - B26,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95310,CS 8997,Study,9.000,10,0
1175,Teaching Assistantship - 80654 - CS 8997 - GTA,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=80654,CS 8997,Study,9.000,300,294
1176,Teaching Assistantship - 88029 - CS 8997 - M07,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88029,CS 8997,Study,9.000,10,0
1177,Teaching Assistantship - 88947 - CS 8997 - S21,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88947,CS 8997,Study,9.000,10,0
1178,Research Assistantship - 95300 - CS 8998 - B26,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95300,CS 8998,Study,6.000,10,1
1179,Research Assistantship - 92895 - CS 8998 - D20,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=92895,CS 8998,Study,6.000,10,0
1180,Research Assistantship - 85875 - CS 8998 - E08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85875,CS 8998,Study,6.000,10,0
1181,Research Assistantship - 88997 - CS 8998 - G13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88997,CS 8998,Study,6.000,10,1
1182,Research Assistantship - 80655 - CS 8998 - GRA,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=80655,CS 8998,Study,6.000,300,147
1183,Research Assistantship - 92934 - CS 8998 - H18,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=92934,CS 8998,Study,6.000,10,0
1184,Research Assistantship - 95151 - CS 8998 - L17,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95151,CS 8998,Study,6.000,10,0
1185,Research Assistantship - 85740 - CS 8998 - M16,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85740,CS 8998,Study,6.000,10,0
1186,Research Assistantship - 86566 - CS 8998 - N05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86566,CS 8998,Study,6.000,10,0
1187,Research Assistantship - 93080 - CS 8998 - R12,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93080,CS 8998,Study,6.000,10,0
1188,Research Assistantship - 95040 - CS 8998 - R23,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95040,CS 8998,Study,6.000,10,0
1189,Research Assistantship - 92965 - CS 8998 - T11,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=92965,CS 8998,Study,6.000,10,0
1190,Research Assistantship - 95039 - CS 8998 - X03,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95039,CS 8998,Study,6.000,10,0
1191,Research Assistantship - 90148 - CS 8998 - Z08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90148,CS 8998,Study,6.000,10,0
1192,Doctoral Thesis Prep - 83470 - CS 8999 - A01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83470,CS 8999,Study,1.000,15,0
1193,Doctoral Thesis Prep - 83471 - CS 8999 - A02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83471,CS 8999,Study,1.000,10,0
1194,Doctoral Thesis Prep - 83472 - CS 8999 - A04,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83472,CS 8999,Study,1.000,15,0
1195,Doctoral Thesis Prep - 83483 - CS 8999 - A06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83483,CS 8999,Study,1.000,10,0
1196,Doctoral Thesis Prep - 83501 - CS 8999 - A08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83501,CS 8999,Study,1.000,15,0
1197,Doctoral Thesis Prep - 84720 - CS 8999 - A11,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84720,CS 8999,Study,1.000,10,0
1198,Doctoral Thesis Prep - 85884 - CS 8999 - A12,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85884,CS 8999,Study,1.000,10,0
1199,Doctoral Thesis Prep - 87314 - CS 8999 - A13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87314,CS 8999,Study,1.000,10,3
1200,Doctoral Thesis Prep - 87862 - CS 8999 - A14,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87862,CS 8999,Study,1.000,10,0
1201,Doctoral Thesis Prep - 89629 - CS 8999 - A15,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89629,CS 8999,Study,1.000,10,1
1202,Doctoral Thesis Prep - 95110 - CS 8999 - A17,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95110,CS 8999,Study,1.000,10,0
1203,Doctoral Thesis Prep - 83484 - CS 8999 - B02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83484,CS 8999,Study,1.000,15,0
1204,Doctoral Thesis Prep - 83502 - CS 8999 - B03,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83502,CS 8999,Study,1.000,15,0
1205,Doctoral Thesis Prep - 83485 - CS 8999 - B04,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83485,CS 8999,Study,1.000,15,0
1206,Doctoral Thesis Prep - 87198 - CS 8999 - B05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87198,CS 8999,Study,1.000,10,0
1207,Doctoral Thesis Prep - 83486 - CS 8999 - B06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83486,CS 8999,Study,1.000,15,2
1208,Doctoral Thesis Prep - 83659 - CS 8999 - B11,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83659,CS 8999,Study,1.000,5,0
1209,Doctoral Thesis Prep - 88496 - CS 8999 - B12,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88496,CS 8999,Study,1.000,10,0
1210,Doctoral Thesis Prep - 84368 - CS 8999 - B14,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84368,CS 8999,Study,1.000,15,0
1211,Doctoral Thesis Prep - 85233 - CS 8999 - B16,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85233,CS 8999,Study,1.000,10,0
1212,Doctoral Thesis Prep - 86326 - CS 8999 - B17,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86326,CS 8999,Study,1.000,10,0
1213,Doctoral Thesis Prep - 87571 - CS 8999 - B19,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87571,CS 8999,Study,1.000,10,0
1214,Doctoral Thesis Prep - 87828 - CS 8999 - B20,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87828,CS 8999,Study,1.000,10,0
1215,Doctoral Thesis Prep - 95303 - CS 8999 - B26,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95303,CS 8999,Study,1.000,10,0
1216,Doctoral Thesis Prep - 83487 - CS 8999 - C07,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83487,CS 8999,Study,1.000,15,0
1217,Doctoral Thesis Prep - 83488 - CS 8999 - C09,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83488,CS 8999,Study,1.000,15,0
1218,Doctoral Thesis Prep - 84718 - CS 8999 - C11,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84718,CS 8999,Study,1.000,10,0
1219,Doctoral Thesis Prep - 86564 - CS 8999 - C12,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86564,CS 8999,Study,1.000,10,4
1220,Doctoral Thesis Prep - 87595 - CS 8999 - C13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87595,CS 8999,Study,1.000,10,0
1221,Doctoral Thesis Prep - 95253 - CS 8999 - C14,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95253,CS 8999,Study,1.000,10,2
1222,Doctoral Thesis Prep - 90130 - CS 8999 - C18,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90130,CS 8999,Study,1.000,10,0
1223,Doctoral Thesis Prep - 83489 - CS 8999 - D04,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83489,CS 8999,Study,1.000,15,0
1224,Doctoral Thesis Prep - 83490 - CS 8999 - D07,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83490,CS 8999,Study,1.000,15,2
1225,Doctoral Thesis Prep - 85703 - CS 8999 - D10,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85703,CS 8999,Study,1.000,10,1
1226,Doctoral Thesis Prep - 86330 - CS 8999 - D12,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86330,CS 8999,Study,1.000,10,0
1227,Doctoral Thesis Prep - 89242 - CS 8999 - D13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89242,CS 8999,Study,1.000,10,0
1228,Doctoral Thesis Prep - 89058 - CS 8999 - D14,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89058,CS 8999,Study,1.000,10,1
1229,Doctoral Thesis Prep - 92338 - CS 8999 - D18,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=92338,CS 8999,Study,1.000,10,0
1230,Doctoral Thesis Prep - 92339 - CS 8999 - D19,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=92339,CS 8999,Study,1.000,10,0
1231,Doctoral Thesis Prep - 92340 - CS 8999 - D20,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=92340,CS 8999,Study,1.000,10,1
1232,Doctoral Thesis Prep - 83492 - CS 8999 - E03,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83492,CS 8999,Study,1.000,15,1
1233,Doctoral Thesis Prep - 83493 - CS 8999 - E05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83493,CS 8999,Study,1.000,15,0
1234,Doctoral Thesis Prep - 83503 - CS 8999 - E07,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83503,CS 8999,Study,1.000,15,0
1235,Doctoral Thesis Prep - 85885 - CS 8999 - E08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85885,CS 8999,Study,1.000,10,0
1236,Doctoral Thesis Prep - 85876 - CS 8999 - E09,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85876,CS 8999,Study,1.000,10,0
1237,Doctoral Thesis Prep - 86328 - CS 8999 - E10,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86328,CS 8999,Study,1.000,10,1
1238,Doctoral Thesis Prep - 88497 - CS 8999 - E12,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88497,CS 8999,Study,1.000,10,0
1239,Doctoral Thesis Prep - 83494 - CS 8999 - F04,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83494,CS 8999,Study,1.000,15,0
1240,Doctoral Thesis Prep - 83495 - CS 8999 - F07,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83495,CS 8999,Study,1.000,15,0
1241,Doctoral Thesis Prep - 84722 - CS 8999 - F08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84722,CS 8999,Study,1.000,10,0
1242,Doctoral Thesis Prep - 83496 - CS 8999 - G02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83496,CS 8999,Study,1.000,15,2
1243,Doctoral Thesis Prep - 83497 - CS 8999 - G03,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83497,CS 8999,Study,1.000,15,0
1244,Doctoral Thesis Prep - 83498 - CS 8999 - G06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83498,CS 8999,Study,1.000,15,0
1245,Doctoral Thesis Prep - 83499 - CS 8999 - G08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83499,CS 8999,Study,1.000,15,5
1246,Doctoral Thesis Prep - 84717 - CS 8999 - G11,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84717,CS 8999,Study,1.000,10,0
1247,Doctoral Thesis Prep - 88998 - CS 8999 - G13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88998,CS 8999,Study,1.000,10,4
1248,Doctoral Thesis Prep - 86950 - CS 8999 - H08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86950,CS 8999,Study,1.000,10,1
1249,Doctoral Thesis Prep - 86561 - CS 8999 - H11,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86561,CS 8999,Study,1.000,10,0
1250,Doctoral Thesis Prep - 90455 - CS 8999 - H13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90455,CS 8999,Study,1.000,10,0
1251,Doctoral Thesis Prep - 89175 - CS 8999 - H16,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89175,CS 8999,Study,1.000,10,1
1252,Doctoral Thesis Prep - 90229 - CS 8999 - H17,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90229,CS 8999,Study,1.000,10,0
1253,Doctoral Thesis Prep - 93215 - CS 8999 - H18,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93215,CS 8999,Study,1.000,10,3
1254,Doctoral Thesis Prep - 83504 - CS 8999 - I01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83504,CS 8999,Study,1.000,15,0
1255,Doctoral Thesis Prep - 92525 - CS 8999 - J05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=92525,CS 8999,Study,1.000,10,0
1256,Doctoral Thesis Prep - 83505 - CS 8999 - K06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83505,CS 8999,Study,1.000,15,2
1257,Doctoral Thesis Prep - 85765 - CS 8999 - K09,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85765,CS 8999,Study,1.000,10,0
1258,Doctoral Thesis Prep - 86321 - CS 8999 - K12,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86321,CS 8999,Study,1.000,10,9
1259,Doctoral Thesis Prep - 87212 - CS 8999 - K13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87212,CS 8999,Study,1.000,10,0
1260,Doctoral Thesis Prep - 86992 - CS 8999 - K14,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86992,CS 8999,Study,1.000,10,3
1261,Doctoral Thesis Prep - 89593 - CS 8999 - K15,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89593,CS 8999,Study,1.000,10,1
1262,Doctoral Thesis Prep - 90163 - CS 8999 - K16,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90163,CS 8999,Study,1.000,10,1
1263,Doctoral Thesis Prep - 83506 - CS 8999 - L03,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83506,CS 8999,Study,1.000,15,0
1264,Doctoral Thesis Prep - 83507 - CS 8999 - L05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83507,CS 8999,Study,1.000,15,5
1265,Doctoral Thesis Prep - 83653 - CS 8999 - L06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83653,CS 8999,Study,1.000,5,0
1266,Doctoral Thesis Prep - 83508 - CS 8999 - L10,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83508,CS 8999,Study,1.000,15,0
